Unique ID,3-Year Period,Cause of Death,Race,Hispanic or Latino  Origin,Gender,"Age-Adjusted Rate per 100,000 Population",Lower 95% Confidence Interval,Upper 95% Confidence Interval
A2006200843211,2006-2008,Certain conditions originating in the perinatal period,Black,Not Hispanic,Male,14.2,9.8,18.6
A2006200843212,2006-2008,Certain conditions originating in the perinatal period,Black,Not Hispanic,Female,12.6,8.4,16.7
A2006200843220,2006-2008,Certain conditions originating in the perinatal period,Black,Hispanic,Total,,,
A2006200843221,2006-2008,Certain conditions originating in the perinatal period,Black,Hispanic,Male,,,
A2006200843222,2006-2008,Certain conditions originating in the perinatal period,Black,Hispanic,Female,0.0,0.0,25.7
A2006200843300,2006-2008,Certain conditions originating in the perinatal period,American Indian/Alaska Native,Total,Total,0.0,0.0,23.8
A2006200843301,2006-2008,Certain conditions originating in the perinatal period,American Indian/Alaska Native,Total,Male,0.0,0.0,69.2
A2006200843302,2006-2008,Certain conditions originating in the perinatal period,American Indian/Alaska Native,Total,Female,0.0,0.0,40.1
A2006200843310,2006-2008,Certain conditions originating in the perinatal period,American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,41.3
A2006200843311,2006-2008,Certain conditions originating in the perinatal period,American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,98.5
A2006200843312,2006-2008,Certain conditions originating in the perinatal period,American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,77.4
A2006200843320,2006-2008,Certain conditions originating in the perinatal period,American Indian/Alaska Native,Hispanic,Total,0.0,0.0,61.5
A2006200843321,2006-2008,Certain conditions originating in the perinatal period,American Indian/Alaska Native,Hispanic,Male,0.0,0.0,297.4
A2006200843322,2006-2008,Certain conditions originating in the perinatal period,American Indian/Alaska Native,Hispanic,Female,0.0,0.0,93.9
A2006200843400,2006-2008,Certain conditions originating in the perinatal period,Asian/Pacific Islander,Total,Total,,,
A2006200843401,2006-2008,Certain conditions originating in the perinatal period,Asian/Pacific Islander,Total,Male,,,
A2006200843402,2006-2008,Certain conditions originating in the perinatal period,Asian/Pacific Islander,Total,Female,,,
A2006200843410,2006-2008,Certain conditions originating in the perinatal period,Asian/Pacific Islander,Not Hispanic,Total,,,
A2006200843411,2006-2008,Certain conditions originating in the perinatal period,Asian/Pacific Islander,Not Hispanic,Male,,,
A2006200843412,2006-2008,Certain conditions originating in the perinatal period,Asian/Pacific Islander,Not Hispanic,Female,,,
A2006200843420,2006-2008,Certain conditions originating in the perinatal period,Asian/Pacific Islander,Hispanic,Total,,,
A2006200843421,2006-2008,Certain conditions originating in the perinatal period,Asian/Pacific Islander,Hispanic,Male,,,
A2006200843422,2006-2008,Certain conditions originating in the perinatal period,Asian/Pacific Islander,Hispanic,Female,0.0,0.0,103.7
A2006200844000,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Total,Total,Total,2.9,2.2,3.5
A2006200844001,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Total,Total,Male,3.2,2.3,4.1
A2006200844002,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Total,Total,Female,2.5,1.7,3.4
A2006200844010,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Total,Not Hispanic,Total,3.1,2.4,3.8
A2006200844011,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Total,Not Hispanic,Male,3.4,2.3,4.5
A2006200844012,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Total,Not Hispanic,Female,2.8,1.8,3.7
A2006200844020,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Total,Hispanic,Total,,,
A2006200844021,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Total,Hispanic,Male,,,
A2006200844022,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Total,Hispanic,Female,,,
A2006200844100,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",White,Total,Total,2.6,1.9,3.3
A2006200844101,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",White,Total,Male,2.8,1.7,3.9
A2006200844102,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",White,Total,Female,2.4,1.4,3.4
A2006200844110,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",White,Not Hispanic,Total,3.0,2.1,4.0
A2006200844111,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",White,Not Hispanic,Male,3.2,1.8,4.5
A2006200844112,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",White,Not Hispanic,Female,2.9,1.6,4.2
A2006200844120,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",White,Hispanic,Total,,,
A2006200844121,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",White,Hispanic,Male,,,
A2006200844122,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",White,Hispanic,Female,,,
A2006200844200,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Black,Total,Total,3.3,1.7,4.8
A2006200844201,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Black,Total,Male,,,
A2006200844202,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Black,Total,Female,,,
A2006200844210,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Black,Not Hispanic,Total,3.6,2.0,5.3
A2006200844211,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Black,Not Hispanic,Male,,,
A2006200844212,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Black,Not Hispanic,Female,,,
A2006200844220,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Black,Hispanic,Total,0.0,0.0,16.3
A2006200844221,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Black,Hispanic,Male,0.0,0.0,54.9
A2006200844222,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Black,Hispanic,Female,0.0,0.0,25.7
A2006200844300,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",American Indian/Alaska Native,Total,Total,,,
A2006200844301,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",American Indian/Alaska Native,Total,Male,0.0,0.0,69.2
A2006200844302,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",American Indian/Alaska Native,Total,Female,,,
A2006200844310,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",American Indian/Alaska Native,Not Hispanic,Total,,,
A2006200844311,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,98.5
A2006200844312,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",American Indian/Alaska Native,Not Hispanic,Female,,,
A2006200844320,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",American Indian/Alaska Native,Hispanic,Total,0.0,0.0,61.5
A2006200844321,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",American Indian/Alaska Native,Hispanic,Male,0.0,0.0,297.4
A2006200844322,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",American Indian/Alaska Native,Hispanic,Female,0.0,0.0,93.9
A2006200844400,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Asian/Pacific Islander,Total,Total,,,
A2006200844401,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Asian/Pacific Islander,Total,Male,,,
A2006200844402,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Asian/Pacific Islander,Total,Female,,,
A2006200844410,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Asian/Pacific Islander,Not Hispanic,Total,,,
A2006200844411,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Asian/Pacific Islander,Not Hispanic,Male,,,
A2006200844412,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Asian/Pacific Islander,Not Hispanic,Female,,,
A2006200844420,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Asian/Pacific Islander,Hispanic,Total,0.0,0.0,62.0
A2006200844421,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Asian/Pacific Islander,Hispanic,Male,0.0,0.0,169.7
A2006200844422,2006-2008,"Congenital malformations, deformations and chromosomal abnormalities",Asian/Pacific Islander,Hispanic,Female,0.0,0.0,103.7
A2006200845000,2006-2008,Accidents (unintentional injuries),Total,Total,Total,18.0,16.4,19.5
A2006200845001,2006-2008,Accidents (unintentional injuries),Total,Total,Male,25.3,22.5,28.2
A2006200845002,2006-2008,Accidents (unintentional injuries),Total,Total,Female,11.7,10.1,13.4
A2006200845010,2006-2008,Accidents (unintentional injuries),Total,Not Hispanic,Total,17.3,15.7,18.9
A2006200845011,2006-2008,Accidents (unintentional injuries),Total,Not Hispanic,Male,24.2,21.3,27.1
A2006200845012,2006-2008,Accidents (unintentional injuries),Total,Not Hispanic,Female,11.6,9.8,13.3
A2006200845020,2006-2008,Accidents (unintentional injuries),Total,Hispanic,Total,19.6,14.4,24.8
A2006200845021,2006-2008,Accidents (unintentional injuries),Total,Hispanic,Male,26.9,17.4,36.4
A2006200845022,2006-2008,Accidents (unintentional injuries),Total,Hispanic,Female,12.2,6.5,18.0
A2006200845100,2006-2008,Accidents (unintentional injuries),White,Total,Total,18.3,16.5,20.2
A2006200845101,2006-2008,Accidents (unintentional injuries),White,Total,Male,25.9,22.6,29.3
A2006200845102,2006-2008,Accidents (unintentional injuries),White,Total,Female,11.7,9.7,13.6
A2006200845110,2006-2008,Accidents (unintentional injuries),White,Not Hispanic,Total,17.0,15.1,18.9
A2006200845111,2006-2008,Accidents (unintentional injuries),White,Not Hispanic,Male,23.8,20.4,27.3
A2006200845112,2006-2008,Accidents (unintentional injuries),White,Not Hispanic,Female,11.3,9.2,13.4
A2006200845120,2006-2008,Accidents (unintentional injuries),White,Hispanic,Total,20.6,15.0,26.1
A2006200845121,2006-2008,Accidents (unintentional injuries),White,Hispanic,Male,28.3,18.2,38.3
A2006200845122,2006-2008,Accidents (unintentional injuries),White,Hispanic,Female,12.8,6.6,18.9
A2006200845200,2006-2008,Accidents (unintentional injuries),Black,Total,Total,18.4,14.2,22.7
A2006200845201,2006-2008,Accidents (unintentional injuries),Black,Total,Male,28.9,20.3,37.6
A2006200845202,2006-2008,Accidents (unintentional injuries),Black,Total,Female,10.6,6.4,14.8
A2006200845210,2006-2008,Accidents (unintentional injuries),Black,Not Hispanic,Total,19.3,14.9,23.7
A2006200845211,2006-2008,Accidents (unintentional injuries),Black,Not Hispanic,Male,30.3,21.2,39.3
A2006200845212,2006-2008,Accidents (unintentional injuries),Black,Not Hispanic,Female,11.2,6.8,15.6
A2006200845220,2006-2008,Accidents (unintentional injuries),Black,Hispanic,Total,0.0,0.0,16.3
A2006200845221,2006-2008,Accidents (unintentional injuries),Black,Hispanic,Male,0.0,0.0,54.9
A2006200845222,2006-2008,Accidents (unintentional injuries),Black,Hispanic,Female,0.0,0.0,25.7
A2006200845300,2006-2008,Accidents (unintentional injuries),American Indian/Alaska Native,Total,Total,0.0,0.0,23.8
A2006200845301,2006-2008,Accidents (unintentional injuries),American Indian/Alaska Native,Total,Male,0.0,0.0,69.2
A2006200845302,2006-2008,Accidents (unintentional injuries),American Indian/Alaska Native,Total,Female,0.0,0.0,40.1
A2006200845310,2006-2008,Accidents (unintentional injuries),American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,41.3
A2006200845311,2006-2008,Accidents (unintentional injuries),American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,98.5
A2006200845312,2006-2008,Accidents (unintentional injuries),American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,77.4
A2006200845320,2006-2008,Accidents (unintentional injuries),American Indian/Alaska Native,Hispanic,Total,0.0,0.0,61.5
A2006200845321,2006-2008,Accidents (unintentional injuries),American Indian/Alaska Native,Hispanic,Male,0.0,0.0,297.4
A2006200845322,2006-2008,Accidents (unintentional injuries),American Indian/Alaska Native,Hispanic,Female,0.0,0.0,93.9
A2006200845400,2006-2008,Accidents (unintentional injuries),Asian/Pacific Islander,Total,Total,11.8,8.1,15.5
A2006200845401,2006-2008,Accidents (unintentional injuries),Asian/Pacific Islander,Total,Male,14.5,8.5,20.6
A2006200845402,2006-2008,Accidents (unintentional injuries),Asian/Pacific Islander,Total,Female,9.3,4.7,13.9
A2006200845410,2006-2008,Accidents (unintentional injuries),Asian/Pacific Islander,Not Hispanic,Total,11.9,8.2,15.7
A2006200845411,2006-2008,Accidents (unintentional injuries),Asian/Pacific Islander,Not Hispanic,Male,14.7,8.5,20.8
A2006200845412,2006-2008,Accidents (unintentional injuries),Asian/Pacific Islander,Not Hispanic,Female,9.4,4.8,14.1
A2006200845420,2006-2008,Accidents (unintentional injuries),Asian/Pacific Islander,Hispanic,Total,0.0,0.0,62.0
A2006200845421,2006-2008,Accidents (unintentional injuries),Asian/Pacific Islander,Hispanic,Male,0.0,0.0,169.7
A2006200845422,2006-2008,Accidents (unintentional injuries),Asian/Pacific Islander,Hispanic,Female,0.0,0.0,103.7
A2006200846000,2006-2008,Intentional self-harm (suicide),Total,Total,Total,6.5,5.6,7.5
A2006200846001,2006-2008,Intentional self-harm (suicide),Total,Total,Male,9.5,7.8,11.2
A2006200846002,2006-2008,Intentional self-harm (suicide),Total,Total,Female,4.0,3.0,5.1
A2006200846010,2006-2008,Intentional self-harm (suicide),Total,Not Hispanic,Total,7.0,6.0,8.1
A2006200846011,2006-2008,Intentional self-harm (suicide),Total,Not Hispanic,Male,10.2,8.3,12.0
A2006200846012,2006-2008,Intentional self-harm (suicide),Total,Not Hispanic,Female,4.6,3.4,5.7
A2006200846020,2006-2008,Intentional self-harm (suicide),Total,Hispanic,Total,,,
A2006200846021,2006-2008,Intentional self-harm (suicide),Total,Hispanic,Male,,,
A2006200846022,2006-2008,Intentional self-harm (suicide),Total,Hispanic,Female,,,
A2006200846100,2006-2008,Intentional self-harm (suicide),White,Total,Total,7.4,6.2,8.6
A2006200846101,2006-2008,Intentional self-harm (suicide),White,Total,Male,10.7,8.6,12.8
A2006200846102,2006-2008,Intentional self-harm (suicide),White,Total,Female,4.5,3.2,5.8
A2006200846110,2006-2008,Intentional self-harm (suicide),White,Not Hispanic,Total,8.3,6.9,9.8
A2006200846111,2006-2008,Intentional self-harm (suicide),White,Not Hispanic,Male,11.9,9.4,14.5
A2006200846112,2006-2008,Intentional self-harm (suicide),White,Not Hispanic,Female,5.3,3.7,6.9
A2006200846120,2006-2008,Intentional self-harm (suicide),White,Hispanic,Total,,,
A2006200846121,2006-2008,Intentional self-harm (suicide),White,Hispanic,Male,,,
A2006200846122,2006-2008,Intentional self-harm (suicide),White,Hispanic,Female,,,
A2006200846200,2006-2008,Intentional self-harm (suicide),Black,Total,Total,3.1,1.4,4.7
A2006200846201,2006-2008,Intentional self-harm (suicide),Black,Total,Male,,,
A2006200846202,2006-2008,Intentional self-harm (suicide),Black,Total,Female,,,
A2006200846210,2006-2008,Intentional self-harm (suicide),Black,Not Hispanic,Total,3.2,1.4,5.0
A2006200846211,2006-2008,Intentional self-harm (suicide),Black,Not Hispanic,Male,,,
A2006200846212,2006-2008,Intentional self-harm (suicide),Black,Not Hispanic,Female,,,
A2006200846220,2006-2008,Intentional self-harm (suicide),Black,Hispanic,Total,0.0,0.0,16.3
A2006200846221,2006-2008,Intentional self-harm (suicide),Black,Hispanic,Male,0.0,0.0,54.9
A2006200846222,2006-2008,Intentional self-harm (suicide),Black,Hispanic,Female,0.0,0.0,25.7
A2006200846300,2006-2008,Intentional self-harm (suicide),American Indian/Alaska Native,Total,Total,0.0,0.0,23.8
A2006200846301,2006-2008,Intentional self-harm (suicide),American Indian/Alaska Native,Total,Male,0.0,0.0,69.2
A2006200846302,2006-2008,Intentional self-harm (suicide),American Indian/Alaska Native,Total,Female,0.0,0.0,40.1
A2006200846310,2006-2008,Intentional self-harm (suicide),American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,41.3
A2006200846311,2006-2008,Intentional self-harm (suicide),American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,98.5
A2006200846312,2006-2008,Intentional self-harm (suicide),American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,77.4
A2006200846320,2006-2008,Intentional self-harm (suicide),American Indian/Alaska Native,Hispanic,Total,0.0,0.0,61.5
A2006200846321,2006-2008,Intentional self-harm (suicide),American Indian/Alaska Native,Hispanic,Male,0.0,0.0,297.4
A2006200846322,2006-2008,Intentional self-harm (suicide),American Indian/Alaska Native,Hispanic,Female,0.0,0.0,93.9
A2006200846400,2006-2008,Intentional self-harm (suicide),Asian/Pacific Islander,Total,Total,6.5,3.8,9.2
A2006200846401,2006-2008,Intentional self-harm (suicide),Asian/Pacific Islander,Total,Male,7.7,3.4,12.0
A2006200846402,2006-2008,Intentional self-harm (suicide),Asian/Pacific Islander,Total,Female,,,
A2006200846410,2006-2008,Intentional self-harm (suicide),Asian/Pacific Islander,Not Hispanic,Total,6.6,3.9,9.4
A2006200846411,2006-2008,Intentional self-harm (suicide),Asian/Pacific Islander,Not Hispanic,Male,7.8,3.4,12.2
A2006200846412,2006-2008,Intentional self-harm (suicide),Asian/Pacific Islander,Not Hispanic,Female,,,
A2006200846420,2006-2008,Intentional self-harm (suicide),Asian/Pacific Islander,Hispanic,Total,0.0,0.0,62.0
A2006200846421,2006-2008,Intentional self-harm (suicide),Asian/Pacific Islander,Hispanic,Male,0.0,0.0,169.7
A2006200846422,2006-2008,Intentional self-harm (suicide),Asian/Pacific Islander,Hispanic,Female,0.0,0.0,103.7
A2006200847000,2006-2008,Assault (homicide),Total,Total,Total,3.2,2.5,3.9
A2006200847001,2006-2008,Assault (homicide),Total,Total,Male,4.8,3.6,6.0
A2006200847002,2006-2008,Assault (homicide),Total,Total,Female,1.7,1.0,2.4
A2006200847010,2006-2008,Assault (homicide),Total,Not Hispanic,Total,2.7,2.0,3.4
A2006200847011,2006-2008,Assault (homicide),Total,Not Hispanic,Male,3.9,2.7,5.1
A2006200847012,2006-2008,Assault (homicide),Total,Not Hispanic,Female,1.6,0.8,2.3
A2006200847020,2006-2008,Assault (homicide),Total,Hispanic,Total,5.0,2.8,7.2
A2006200847021,2006-2008,Assault (homicide),Total,Hispanic,Male,7.9,3.8,12.1
A2006200847022,2006-2008,Assault (homicide),Total,Hispanic,Female,,,
A2006200847100,2006-2008,Assault (homicide),White,Total,Total,2.5,1.8,3.3
A2006200847101,2006-2008,Assault (homicide),White,Total,Male,3.7,2.4,5.0
A2006200847102,2006-2008,Assault (homicide),White,Total,Female,1.4,0.6,2.2
A2006200847110,2006-2008,Assault (homicide),White,Not Hispanic,Total,1.5,0.8,2.2
A2006200847111,2006-2008,Assault (homicide),White,Not Hispanic,Male,1.9,0.9,3.0
A2006200847112,2006-2008,Assault (homicide),White,Not Hispanic,Female,,,
A2006200847120,2006-2008,Assault (homicide),White,Hispanic,Total,5.1,2.8,7.5
A2006200847121,2006-2008,Assault (homicide),White,Hispanic,Male,7.9,3.5,12.3
A2006200847122,2006-2008,Assault (homicide),White,Hispanic,Female,,,
A2006200847200,2006-2008,Assault (homicide),Black,Total,Total,6.9,4.6,9.2
A2006200847201,2006-2008,Assault (homicide),Black,Total,Male,10.8,6.4,15.2
A2006200847202,2006-2008,Assault (homicide),Black,Total,Female,,,
A2006200847210,2006-2008,Assault (homicide),Black,Not Hispanic,Total,7.1,4.6,9.5
A2006200847211,2006-2008,Assault (homicide),Black,Not Hispanic,Male,11.0,6.5,15.5
A2006200847212,2006-2008,Assault (homicide),Black,Not Hispanic,Female,,,
A2006200847220,2006-2008,Assault (homicide),Black,Hispanic,Total,,,
A2006200847221,2006-2008,Assault (homicide),Black,Hispanic,Male,,,
A2006200847222,2006-2008,Assault (homicide),Black,Hispanic,Female,0.0,0.0,25.7
A2006200847300,2006-2008,Assault (homicide),American Indian/Alaska Native,Total,Total,0.0,0.0,23.8
A2006200847301,2006-2008,Assault (homicide),American Indian/Alaska Native,Total,Male,0.0,0.0,69.2
A2006200847302,2006-2008,Assault (homicide),American Indian/Alaska Native,Total,Female,0.0,0.0,40.1
A2006200847310,2006-2008,Assault (homicide),American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,41.3
A2006200847311,2006-2008,Assault (homicide),American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,98.5
A2006200847312,2006-2008,Assault (homicide),American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,77.4
A2006200847320,2006-2008,Assault (homicide),American Indian/Alaska Native,Hispanic,Total,0.0,0.0,61.5
A2006200847321,2006-2008,Assault (homicide),American Indian/Alaska Native,Hispanic,Male,0.0,0.0,297.4
A2006200847322,2006-2008,Assault (homicide),American Indian/Alaska Native,Hispanic,Female,0.0,0.0,93.9
A2006200847400,2006-2008,Assault (homicide),Asian/Pacific Islander,Total,Total,,,
A2006200847401,2006-2008,Assault (homicide),Asian/Pacific Islander,Total,Male,,,
A2006200847402,2006-2008,Assault (homicide),Asian/Pacific Islander,Total,Female,,,
A2006200847410,2006-2008,Assault (homicide),Asian/Pacific Islander,Not Hispanic,Total,,,
A2006200847411,2006-2008,Assault (homicide),Asian/Pacific Islander,Not Hispanic,Male,,,
A2006200847412,2006-2008,Assault (homicide),Asian/Pacific Islander,Not Hispanic,Female,,,
A2006200847420,2006-2008,Assault (homicide),Asian/Pacific Islander,Hispanic,Total,0.0,0.0,62.0
A2006200847421,2006-2008,Assault (homicide),Asian/Pacific Islander,Hispanic,Male,0.0,0.0,169.7
A2006200847422,2006-2008,Assault (homicide),Asian/Pacific Islander,Hispanic,Female,0.0,0.0,103.7
A2006200848000,2006-2008,Legal intervention,Total,Total,Total,,,
A2006200848001,2006-2008,Legal intervention,Total,Total,Male,,,
A2006200848002,2006-2008,Legal intervention,Total,Total,Female,0.0,0.0,0.1
A2006200848010,2006-2008,Legal intervention,Total,Not Hispanic,Total,,,
A2006200848011,2006-2008,Legal intervention,Total,Not Hispanic,Male,,,
A2006200848012,2006-2008,Legal intervention,Total,Not Hispanic,Female,0.0,0.0,0.2
A2006200848020,2006-2008,Legal intervention,Total,Hispanic,Total,0.0,0.0,0.8
A2006200848021,2006-2008,Legal intervention,Total,Hispanic,Male,0.0,0.0,2.1
A2006200848022,2006-2008,Legal intervention,Total,Hispanic,Female,0.0,0.0,1.3
A2006200848100,2006-2008,Legal intervention,White,Total,Total,0.0,0.0,0.1
A2006200848101,2006-2008,Legal intervention,White,Total,Male,0.0,0.0,0.2
A2006200848102,2006-2008,Legal intervention,White,Total,Female,0.0,0.0,0.2
A2006200848110,2006-2008,Legal intervention,White,Not Hispanic,Total,0.0,0.0,0.1
A2006200848111,2006-2008,Legal intervention,White,Not Hispanic,Male,0.0,0.0,0.3
A2006200848112,2006-2008,Legal intervention,White,Not Hispanic,Female,0.0,0.0,0.3
A2006200848120,2006-2008,Legal intervention,White,Hispanic,Total,0.0,0.0,0.8
A2006200848121,2006-2008,Legal intervention,White,Hispanic,Male,0.0,0.0,2.3
A2006200848122,2006-2008,Legal intervention,White,Hispanic,Female,0.0,0.0,1.4
A2006200848200,2006-2008,Legal intervention,Black,Total,Total,,,
A2006200848201,2006-2008,Legal intervention,Black,Total,Male,,,
A2006200848202,2006-2008,Legal intervention,Black,Total,Female,0.0,0.0,0.9
A2006200848210,2006-2008,Legal intervention,Black,Not Hispanic,Total,,,
A2006200848211,2006-2008,Legal intervention,Black,Not Hispanic,Male,,,
A2006200848212,2006-2008,Legal intervention,Black,Not Hispanic,Female,0.0,0.0,0.9
A2006200848220,2006-2008,Legal intervention,Black,Hispanic,Total,0.0,0.0,16.3
A2006200848221,2006-2008,Legal intervention,Black,Hispanic,Male,0.0,0.0,54.9
A2006200848222,2006-2008,Legal intervention,Black,Hispanic,Female,0.0,0.0,25.7
A2006200848300,2006-2008,Legal intervention,American Indian/Alaska Native,Total,Total,0.0,0.0,23.8
A2006200848301,2006-2008,Legal intervention,American Indian/Alaska Native,Total,Male,0.0,0.0,69.2
A2006200848302,2006-2008,Legal intervention,American Indian/Alaska Native,Total,Female,0.0,0.0,40.1
A2006200848310,2006-2008,Legal intervention,American Indian/Alaska Native,Not Hispanic,Total,0.0,0.0,41.3
A2006200848311,2006-2008,Legal intervention,American Indian/Alaska Native,Not Hispanic,Male,0.0,0.0,98.5
A2006200848312,2006-2008,Legal intervention,American Indian/Alaska Native,Not Hispanic,Female,0.0,0.0,77.4
A2006200848320,2006-2008,Legal intervention,American Indian/Alaska Native,Hispanic,Total,0.0,0.0,61.5
A2006200848321,2006-2008,Legal intervention,American Indian/Alaska Native,Hispanic,Male,0.0,0.0,297.4
A2006200848322,2006-2008,Legal intervention,American Indian/Alaska Native,Hispanic,Female,0.0,0.0,93.9
A2006200848400,2006-2008,Legal intervention,Asian/Pacific Islander,Total,Total,0.0,0.0,0.6
A2006200848401,2006-2008,Legal intervention,Asian/Pacific Islander,Total,Male,0.0,0.0,1.3
A2006200848402,2006-2008,Legal intervention,Asian/Pacific Islander,Total,Female,0.0,0.0,1.1
A2006200848410,2006-2008,Legal intervention,Asian/Pacific Islander,Not Hispanic,Total,0.0,0.0,0.6
A2006200848411,2006-2008,Legal intervention,Asian/Pacific Islander,Not Hispanic,Male,0.0,0.0,1.3
A2006200848412,2006-2008,Legal intervention,Asian/Pacific Islander,Not Hispanic,Female,0.0,0.0,1.2
A2006200848420,2006-2008,Legal intervention,Asian/Pacific Islander,Hispanic,Total,0.0,0.0,62.0
A2006200848421,2006-2008,Legal intervention,Asian/Pacific Islander,Hispanic,Male,0.0,0.0,169.7
A2006200848422,2006-2008,Legal intervention,Asian/Pacific Islander,Hispanic,Female,0.0,0.0,103.7
A2006200849000,2006-2008,Operations of war and their sequelae,Total,Total,Total,,,
A2006200849001,2006-2008,Operations of war and their sequelae,Total,Total,Male,,,
A2006200849002,2006-2008,Operations of war and their sequelae,Total,Total,Female,0.0,0.0,0.1
A2006200849010,2006-2008,Operations of war and their sequelae,Total,Not Hispanic,Total,,,
A2006200849011,2006-2008,Operations of war and their sequelae,Total,Not Hispanic,Male,,,
A2006200849012,2006-2008,Operations of war and their sequelae,Total,Not Hispanic,Female,0.0,0.0,0.2
A2006200849020,2006-2008,Operations of war and their sequelae,Total,Hispanic,Total,0.0,0.0,0.8
A2006200849021,2006-2008,Operations of war and their sequelae,Total,Hispanic,Male,0.0,0.0,2.1
A2006200849022,2006-2008,Operations of war and their sequelae,Total,Hispanic,Female,0.0,0.0,1.3
A2006200849100,2006-2008,Operations of war and their sequelae,White,Total,Total,,,
A2006200849101,2006-2008,Operations of war and their sequelae,White,Total,Male,,,
A2006200849102,2006-2008,Operations of war and their sequelae,White,Total,Female,0.0,0.0,0.2
A2006200849110,2006-2008,Operations of war and their sequelae,White,Not Hispanic,Total,,,
A2006200849111,2006-2008,Operations of war and their sequelae,White,Not Hispanic,Male,,,
A2006200849112,2006-2008,Operations of war and their sequelae,White,Not Hispanic,Female,0.0,0.0,0.3
A2006200849120,2006-2008,Operations of war and their sequelae,White,Hispanic,Total,0.0,0.0,0.8
A2006200849121,2006-2008,Operations of war and their sequelae,White,Hispanic,Male,0.0,0.0,2.3
A2006200849122,2006-2008,Operations of war and their sequelae,White,Hispanic,Female,0.0,0.0,1.4
A2006200849200,2006-2008,Operations of war and their sequelae,Black,Total,Total,0.0,0.0,0.5
A2006200849201,2006-2008,Operations of war and their sequelae,Black,Total,Male,0.0,0.0,1.4
A2006200849202,2006-2008,Operations of war and their sequelae,Black,Total,Female,0.0,0.0,0.9
A2006200849210,2006-2008,Operations of war and their sequelae,Black,Not Hispanic,Total,0.0,0.0,0.6
A2006200849211,2006-2008,Operations of war and their sequelae,Black,Not Hispanic,Male,0.0,0.0,1.5
A2006200849212,2006-2008,Operations of war and their sequelae,Black,Not Hispanic,Female,0.0,0.0,0.9
A2006200849220,2006-2008,Operations of war and their sequelae,Black,Hispanic,Total,0.0,0.0,16.3
